Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
4in-sansevieria-futura,4in Sansevieria Futura,"<p data-mce-fragment=""1"">Stunning &amp; super resilient plant<br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Care<br></p>
<p data-mce-fragment=""1"">Light: indirect light to shade <br data-mce-fragment=""1"">Water: every 2 to 3 weeks, allow the soil to dry fully in between waterings <br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested<br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot</p>",Just Plants BC,,,"Easy care, Low light, Medium Light Low, Super Easy Care, Tropical plant",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,12.00,,true,true,'55832758,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/96C9B939-7473-445C-AD9B-0210DF7A6247.jpg?v=1633190488,1,4in Sansevieria Futura - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,3.75,draft
4in-sansevieria-futura,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/C9A7A0E7-6716-4368-9912-B5F474B73835.jpg?v=1633190489,2,4in Sansevieria Futura - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-sansevieria-futura,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/09C9815F-5981-45AE-A864-1000D5257C48.jpg?v=1633190488,3,4in Sansevieria Futura - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
10in-peace-lily,Large Peace lily,"<p data-mce-fragment=""1"">Beautiful and easy Flowering plant- Low light-</p>
<p data-mce-fragment=""1"">Botanical name: <span data-mce-fragment=""1"">Spathiphyllum Pablo.</span><br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Low light tolerant plant, Indirect light is best keep off direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings.<br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 10 inches nursery pot</p>",Just Plants BC,,Tropical Plants,"Easy care, Large Plants, Low light, Medium Light Low, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,94.50,,true,true,'96915894,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG_20220322_122623.jpg?v=1647977994,1,,false,,,,,,,,,,,,,,,,,kg,,39.20,draft
10in-palm-cascade,Palm Cascade,"<p data-mce-fragment=""1"">Bring in the Tropical vibes with this Palm!</p>
<p data-mce-fragment=""1"">Botanical name: <span data-mce-fragment=""1"">Chamaedorea cataractarum</span><br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Bright Location indirect light, can have a few hours of Direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings, cleaning the leaves often with avoid pests and dust accumulation. <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 10 inches nursery pot</p>
<p data-mce-fragment=""1""> </p>",Just Plants BC,,,"Large Plants, Medium Light Low, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,65.99,,true,true,'63721910,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG_20220304_101228.jpg?v=1646418255,1,,false,,,,,,,,,,,,,,,,,kg,,44.10,draft
10in-palm-cascade,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG_20220304_101238.jpg?v=1646418255,2,,,,,,,,,,,,,,,,,,,,,,
6in-hoya-kentiana,6in Hoya Kentiana,"<p data-mce-fragment=""1"">Hoyas are excellent Flowering houseplants easy to care for, </p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Bright light with some direct sunlight, a North or East facing windows are ideal.<br data-mce-fragment=""1"">Water: weekly, allowing the first 2 inches of soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 6 inches nursery pot</p>",Just Plants BC,,,"",false,Title,Default Title,,,,,"",2000.0,shopify,deny,manual,28.99,,true,true,'06705590,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/result_img_2021_07_28_18_12_29.jpg?v=1631217683,1,6in Hoya Kentiana - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,7.50,draft
6in-hoya-kentiana,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/result_img_2021_07_28_18_12_38.jpg?v=1631217685,2,6in Hoya Kentiana - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-hoya-kentiana,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/result_img_2021_07_28_18_12_47.jpg?v=1631217688,3,6in Hoya Kentiana - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-calathea-zebrina-1,4IN Calathea Zebrina,"<p data-mce-fragment=""1"">Calatheas also known as prayer plants,  this tropical plants enjoy shady locations and high humidity, most f them are native to the amazon forest in South America,<br data-mce-fragment=""1"">Watch these plants move their leaves at night due to an effect called <span data-mce-fragment=""1"">nyctinasty movement</span></p>
<p data-mce-fragment=""1"">Botanical name: Calathea Zebrina <br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot</p>",Just Plants BC,,Tropical Plants,"Medium Light Low, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,4.99,,true,true,'85308086,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/262310AC-0DD8-4047-9654-924476E00C6B.jpg?v=1631217684,1,4IN Calathea Zebrina - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,4.00,draft
4in-calathea-zebrina-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/30985C02-A118-4779-85CC-FE8788800523.jpg?v=1631217688,2,4IN Calathea Zebrina - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-calathea-zebrina-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/99BF7C49-5CDA-4DA2-ABB5-A0A25ED1F5B5.jpg?v=1631217692,3,4IN Calathea Zebrina - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
10in-birds-of-paradise-multiple-stem,Birds of Paradise Double Stem,"<p data-mce-fragment=""1"">Birds of paradise have Large dark green leaves that you will fall in love with</p>
<p data-mce-fragment=""1"">Stunning plants and easy care</p>
<p data-mce-fragment=""1"">Botanical name: Strelitzia nicolai <br data-mce-fragment=""1"">Light: very bright location with some direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested </p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1"">Size: comes in an 11 inches nursery pot measures 4 ft tall </p>",Burnaby Lake greenhouses,,Tropical Plants,"High Light, Large Plants, Medium Light High, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,65.00,,true,true,'49471926,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG_20220319_155448_1.jpg?v=1652362757,1,Birds of Paradise Double Stem - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,25.00,draft
10in-buddist-pine,10in Buddist Pine,"<p data-mce-fragment=""1"">Botanical name: <span data-mce-fragment=""1"">Podocarpus macrophyllus</span><br></p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: an East or West facing windows are ideal, Bright indirect light<br data-mce-fragment=""1"">Water: every 7 to 12 days allowing the top 2-4 soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 10 inches nursery pot.</p>",Just Plants BC,,,"High Light, Large Plants, Tropical Plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,65.00,,true,true,'20210102,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/11inmattewhitetaperedfiberglass.jpg?v=1631217021,1,10in Buddist Pine - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,28.00,draft
10in-buddist-pine,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/11inmattewhitetaperedfiberglass_d4408284-1a69-477e-b331-d74b5b68e7fe.jpg?v=1631217024,2,10in Buddist Pine - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-fishbone-cactus,Fishbone Cactus,"<p>Striking and fun Tropical cactus </p>
<p data-mce-fragment=""1"">Botanical name: Epiphyllum anguliger<br>Care<br data-mce-fragment=""1"">Light: Bright light with some direct sunlight, (note: this is a epiphytic plants that enjoy high humidity levels and dappled light)<br data-mce-fragment=""1"">Water: weekly, allowing the fuirst 2 inches of soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot or in a 4 inches matte white Ceramic planter </p>
<p data-mce-fragment=""1""> </p>
<div class=""LEsW6e DVGBBd"">
<div lang=""en-CA"" data-md=""32"" class=""wDYxhc NFQFxe oHglmf xzPb7d"">
<div data-hveid=""CAYQAQ"" id=""media_result_group"" class=""kno-mrg-si kno-mrg kno-swp"">
<div class=""kno-fiu kno-liu"">
<div data-hveid=""CAoQAA"" data-count=""1"" jsmodel=""gpo5Gf"">
<div><br></div>
<div>
<div jsdata=""X2sNs;_;AfdLX0"" jsaction=""PdWSXe:h5M12e;rcuQ6b:npT2md"" jscontroller=""IkchZc"" jsmodel="""">
<div data-nr=""2"" data-h=""130"" class=""umyQi"">
<div data-ved=""2ahUKEwiBv6eoooTyAhUMHDQIHR88Bm0Q-x16BAgLEAA"" data-tsourceid=""6"" data-lpage=""https://www.anythinggrowsalberta.com/shop/fishbone-cactus-epiphyllum-anguliger-tropicals-houseplants/"" data-docid=""0ACdisjvrroq3M"" data-attrid=""image"" class=""eA0Zlc PZPZlf ivg-i img-kc-m GMCzAd"" jsdata=""XZxcdf;0ACdisjvrroq3M;AfdLX4"" jsname=""dTDiAc""></div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Just Plants BC,,Tropical Plants,"Medium Light High, Medium Light Low, Pet friendly, plant, Tropical plant",true,Material,In Stone green ceramic,Size,Medium (6 inches nursery pot),,,"",1000.0,shopify,deny,manual,26.00,,true,true,'46383798,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061464.jpg?v=1649344475,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061464.jpg?v=1649344475,kg,,3.75,active
4in-fishbone-cactus,,,,,,,,,in plastic nursery pot,,4 inches nursery pot,,,"",1000.0,shopify,deny,manual,9.99,16.00,true,true,'42256054,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061460.jpg?v=1649269538,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061466.jpg?v=1649269539,kg,,3.75,
4in-fishbone-cactus,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061465.jpg?v=1649269538,3,,,,,,,,,,,,,,,,,,,,,,
4in-fishbone-cactus,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061466.jpg?v=1649269539,4,,,,,,,,,,,,,,,,,,,,,,
4in-calathea-makoyana,Calathea Peacock,"<p data-mce-fragment=""1"">Calatheas also known as prayer plants,  this tropical plants enjoy shady locations and high humidity, most f them are native to the amazon forest in South America,<br data-mce-fragment=""1"">Watch these plants move their leaves at night due to an effect called <span data-mce-fragment=""1"">nyctinasty movement</span></p>
<p data-mce-fragment=""1"">Botanical name: Calathea Makoyana <br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot</p>
<p data-mce-fragment=""1""> </p>",Just Plants BC,,,"Low light, Medium Light Low, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,9.99,12.00,true,true,'43885494,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/result_img_2021_07_01_21_48_22_0a4f7589-bcd6-493e-aefe-873622c4c966.jpg?v=1631217670,1,4in Calathea Makoyana - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,3.75,draft
4in-calathea-makoyana,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/result_img_2021_07_01_21_48_22.jpg?v=1631217675,2,4in Calathea Makoyana - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-calathea-makoyana,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/result_img_2021_07_01_21_48_37.jpg?v=1631217679,3,4in Calathea Makoyana - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-gold-fish-plant,Goldfish hypocerta,"<p data-mce-fragment=""1"">Small and glossy leaves, flowers might be orange or yellow</p>
<p data-mce-fragment=""1"">Care</p>
<p data-mce-fragment=""1"">Botanical name: Columnea gloriosa<br data-mce-fragment=""1"">Light: Bright/medium bright can tolerate direct sun<br data-mce-fragment=""1"">Water: every 7 to 10 days, allowing the soil to dry 2 inches down<br data-mce-fragment=""1"">Toxicity: Non-toxic to pets <br data-mce-fragment=""1"">Size: comes in a 6 inches basket</p>",Just Plants BC,,,"Medium Light High, Medium Light Low, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,18.99,4.99,true,true,'10691510,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P3291196.jpg?v=1648596771,1,,false,,,,,,,,,,,,,,,,,kg,,6.50,draft
4in-gold-fish-plant,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P3291198.jpg?v=1648596771,2,,,,,,,,,,,,,,,,,,,,,,
4in-succulent-plant,4in Succulent plant,"<p data-mce-fragment=""1"">assorted </p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Very bright location with some direct sunlight<br data-mce-fragment=""1"">Water: every 7 to 10 days, allowing the soil to dry half way down, never et it sit inw ater for prolong periods of time<br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 4 inches pot.</p>",Just Plants BC,,,"High Light, Medium Light High, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,12.00,8.99,true,true,'84706486,,,,false,,,,,,,,,,,,,,,,,kg,,5.75,active
2in-haworthia,Haworthia,"<p data-mce-fragment=""1"">The most resilient plants out there</p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Bright indirect light a North or East facing windows are ideal <br data-mce-fragment=""1"">Water: every 7 to 10 days, allowing the soil to dry fully in between waterings<br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 2 &amp; 4 inches pot.</p>",Just Plants BC,,,"Easy care, Medium Light Low, Pet friendly, Tropical plant",true,Size,2 inches nursery pot,,,,,"",500.0,shopify,deny,manual,6.99,,true,true,'64292022,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/F7E727B8-B7E1-472E-B053-EB8DA3B1DB37.jpg?v=1633675527,1,2in Haworthia - JUSTPLANTS,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/F7E727B8-B7E1-472E-B053-EB8DA3B1DB37.jpg?v=1633675527,kg,,2.85,active
2in-haworthia,,,,,,,,,4 inches nursery pot,,,,,"",500.0,shopify,deny,manual,12.99,,true,true,'67441590,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/C4209954-A56D-4E66-A756-3864946E87B3.jpg?v=1633675526,2,2in Haworthia - JUSTPLANTS,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/10021C2B-7771-4311-9FF0-4559DEC0B6EF.jpg?v=1633675525,kg,,4.20,
2in-haworthia,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/10021C2B-7771-4311-9FF0-4559DEC0B6EF.jpg?v=1633675525,3,2in Haworthia - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-callisia-repens-pink-lady,"4in Callisia Repens ""Pink Lady""","<p data-mce-fragment=""1"">Beatiful and delicate pink leaves, grows gown as a hanging plant</p>
<p data-mce-fragment=""1"">HCare<br data-mce-fragment=""1"">Light: Bright indirect light a North or East facing windows are ideal <br data-mce-fragment=""1"">Water: every 7 to 10 days, allowing the soil to dry 2 inches down, Tip: bottom watering is better for this delicate plant <br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 4 inches pot.</p>
<p data-mce-fragment=""1""><br></p>",Just Plants BC,,,"Medium Light High, Tropical plant",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,6.00,,true,true,'52987062,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/D6C732AB-DE0D-48DA-8619-3B96DDBDACAF.jpg?v=1631217638,1,"4in Callisia Repens ""Pink Lady"" - JUSTPLANTS",false,,,,,,,,,,,,,,,,,kg,,2.00,draft
4in-callisia-repens-pink-lady,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/59BA3FE6-C3DE-4635-9192-55A4C2B2D6D5.jpg?v=1631217641,2,"4in Callisia Repens ""Pink Lady"" - JUSTPLANTS",,,,,,,,,,,,,,,,,,,,,
4in-philodendron-florida-beauty,Carnivorous Plants,"<p data-mce-fragment=""1"">Carnivorous plants feed from small insects and require a very high humidity environment </p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Indirect light is best, tolerates lower light levels<br data-mce-fragment=""1"">Water: every 3 to 5 days, keeping the soil or moss evenly moist at all times<br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 4 inches pot.</p>",Just Plants BC,,,"Medium Light High, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,9.99,,true,true,'05874614,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P5032175.jpg?v=1652362913,1,Carnivorous Plants - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,1.95,active
4in-ficus-umbellata-1,4in Ficus Umbellata,"<p data-mce-fragment=""1"">Ficus Umbellatas are a rare Ficus variety very popular in Japan, very bright location is best, </p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: very bright light with some direct sunlight <br data-mce-fragment=""1"">Water: every 7 to 10 days, allowing the soil to dry 2 inches down<br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot</p>",Just Plants BC,,,"",false,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,16.00,,true,true,'70673846,,,,false,,,,,,,,,,,,,,,,,kg,,3.75,draft
kokedama-medium,Purple Echeverria Kokedama,"<p data-mce-fragment=""1"">Kokedamas are one of our featured one-of-a-kind items, they are great gift ideas or centerpieces.<br data-mce-fragment=""1"">It's a new, fun, and creative way to present plants.</p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1"">Kokedama means Moss-ball, it's a Japanese technique where you wrap the root system of the plant in a ball of soil that is after covered with green or sphagnum moss.<br data-mce-fragment=""1"">They come in many varieties of plants and sizes.</p>
<br data-cke-eol=""1"" data-mce-fragment=""1"">",Just Plants BC,,,"gift, gifts, kokedama",true,Title,Default Title,,,,,"",1000.0,shopify,deny,manual,28.00,,true,true,'89184694,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_150332.jpg?v=1642437504,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_150401.jpg?v=1642437503,kg,,15.00,active
kokedama-medium,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_150401.jpg?v=1642437503,2,,,,,,,,,,,,,,,,,,,,,,
kokedama-medium,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_150352.jpg?v=1642437503,3,,,,,,,,,,,,,,,,,,,,,,
kokedama-medium,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_150356.jpg?v=1642437503,4,,,,,,,,,,,,,,,,,,,,,,
kokedama-medium,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220114_150356_2c04b5ac-74f4-4049-84e1-d6a9ec7067e2.jpg?v=1642437504,5,,,,,,,,,,,,,,,,,,,,,,
12in-yucca-4-5-ft-tall,Yucca 4.5-5 ft tall,"<p data-mce-fragment=""1"">Beautiful and elegant Yuccas are very easy plants to care for, they prefer a very bright location and will stand direct sunlight. South or West facing windows are ideal.</p>
<p data-mce-fragment=""1"">Botanical name: Yucca <br></p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: West or South facing windows are ideal, very bright to full sun <br data-mce-fragment=""1"">Water: every 3 to 4 weeks allowing the soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 12 inches nursery pot.</p>",Just Plants BC,,Tropical Plants,"High Light, Large Plants, Tropical plant",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,125.00,,true,true,'95783094,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/F8412131-77DE-4152-B98E-FD6E36A22310.jpg?v=1633125918,1,,false,,,,,,,,,,,,,,,,,kg,,55.00,active
12in-yucca-4-5-ft-tall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/9DB48575-AE0F-4B82-BE0D-B432C2AE97B0.jpg?v=1633125918,2,,,,,,,,,,,,,,,,,,,,,,
12in-yucca-4-5-ft-tall,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/E2DB17CE-26E4-4AB7-9874-7A9F35A0D66A.jpg?v=1633125940,3,,,,,,,,,,,,,,,,,,,,,,
4in-terrazo-saucer,Terrazo Planter + saucer,"<p>Beautiful and simple terrazo concrete planter, includes a matching saucer pot it right in! </p>",Just Plants BC,Home & Garden > Lawn & Garden > Gardening > Pots & Planters,,"4inches, ceramic planter",true,Title,Default Title,,,,,"",0.0,shopify,deny,manual,28.99,,true,true,'52100534,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/5803000.jpg?v=1639413822,1,,false,,,,,,,,,,,,,,,,,kg,,13.75,active
