Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
caladium-magnificum,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/caadium.jpg?v=1639606796,2,,,,,,,,,,,,,,,,,,,,,,
caladium-magnificum,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/caadium1.jpg?v=1639606796,3,,,,,,,,,,,,,,,,,,,,,,
caladium-magnificum,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/caadium3.jpg?v=1639606794,4,,,,,,,,,,,,,,,,,,,,,,
autograph-tree,Autograph Tree,"<p data-mce-fragment=""1"">these plants are easy plants to grow, prefers a bright location away from direct sunlight and moderate watering. </p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: bright light can have some direct sunlight <br data-mce-fragment=""1"">Water: every 7 to 10 days, allowing the soil to dry 1 inch down<br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 4 inches pot.<br data-mce-fragment=""1""></p>",JUSTPLANTS,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,"Easy care, Medium Light High, Medium Light Low, Tropical plant",false,Title,Default Title,,,,,"",250.0,shopify,deny,manual,4.99,,true,true,'31556790,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/225A0197-4B92-482F-874D-DEDEEFFC5EC7.jpg?v=1652362698,1,Autograph Tree - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,1.95,draft
autograph-tree,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/87BB5E58-3D47-4481-B857-979442440A03.jpg?v=1652362701,2,Autograph Tree - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
autograph-tree,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/2AE48A02-6FCC-4DF0-8CD0-C56B4009C4A5.jpg?v=1652362706,3,Autograph Tree - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
autograph-tree,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/comingsoon.jpg?v=1652362708,4,Autograph Tree - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
10in-schefflera-hawaiian-tall-bushy,10IN Schefflera Hawaiian Tall/Bushy,"",JUSTPLANTS,,,"",false,Title,Default Title,,,,,"",3000.0,shopify,deny,manual,95.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/549C5006-83E7-44A3-98EC-E649432722AC.jpg?v=1633811805,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
10in-schefflera-hawaiian-tall-bushy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/9534B29A-BC1C-478C-B05B-945B51C62ED7.jpg?v=1633811805,2,,,,,,,,,,,,,,,,,,,,,,
10in-schefflera-hawaiian-tall-bushy,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/4D243959-6A53-4400-8BA0-FF6F9221D35F.jpg?v=1633811808,3,,,,,,,,,,,,,,,,,,,,,,
10in-schefflera-hawaii-variegated,10IN Schefflera Hawaii - Variegated,"",JUSTPLANTS,,,"Medium Light High, Tropical plant",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,115.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/E0883402-B638-4158-8E49-A1319D5FBBB7.jpg?v=1633811856,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
10in-schefflera-hawaii-variegated,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/964C24B2-3A68-4FD7-B008-A45500F5F411.jpg?v=1633811857,2,,,,,,,,,,,,,,,,,,,,,,
10in-schefflera-hawaii-variegated,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/3C5D9AC0-12C7-49ED-B708-1B3B3C40FDDB.jpg?v=1633811866,3,,,,,,,,,,,,,,,,,,,,,,
philodendron-green-kokedama,Philodendron Green Kokedama,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">Kokedamas are one of our featured one-of-a-kind items, they are great gift ideas or centerpieces.<br data-mce-fragment=""1"">It's a new, fun, and creative way to present plants.</p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1"">Kokedama means Moss-ball, it's a Japanese technique where you wrap the root system of the plant in a ball of soil that is after covered with green or sphagnum moss.<br data-mce-fragment=""1"">They come in many varieties of plants and sizes.</p>",JUSTPLANTS,,,kokedama,false,Title,Default Title,,,,,"",400.0,shopify,deny,manual,38.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/A227ECB1-6730-4E19-BEA2-CB4BFFCE80DB.jpg?v=1633821416,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
philodendron-green-kokedama,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/5BEAD256-2C13-4088-9E91-D2693B5F29D6.jpg?v=1633821415,2,,,,,,,,,,,,,,,,,,,,,,
philodendron-green-kokedama,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/7FEC5B9B-3963-40E3-BC8E-E33FC5279704.jpg?v=1633821416,3,,,,,,,,,,,,,,,,,,,,,,
plumosa-fern-kokedama,Plumosa Fern Kokedama,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">Kokedamas are one of our featured one-of-a-kind items, they are great gift ideas or centerpieces.<br data-mce-fragment=""1"">It's a new, fun, and creative way to present plants.</p>
<p data-mce-fragment=""1""><br data-mce-fragment=""1"">Kokedama means Moss-ball, it's a Japanese technique where you wrap the root system of the plant in a ball of soil that is after covered with green or sphagnum moss.<br data-mce-fragment=""1"">They come in many varieties of plants and sizes.</p>",JUSTPLANTS,,,kokedama,true,Title,Default Title,,,,,"",400.0,shopify,deny,manual,31.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/FA79250D-6D1C-43CB-AA31-5B7958AD300F.jpg?v=1633821530,1,,false,,,,,,,,,,,,,,,,,kg,,,active
plumosa-fern-kokedama,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/208FE3CB-D08A-4BE1-AC20-6BA82FE5488A.jpg?v=1633821529,2,,,,,,,,,,,,,,,,,,,,,,
plumosa-fern-kokedama,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/1CB81397-8AE9-480D-BDD1-8401931E0DA0.jpg?v=1633821529,3,,,,,,,,,,,,,,,,,,,,,,
ponytail-palm-kokedama,Ponytail Palm Kokedama,"",JUSTPLANTS,,,"Easy care, kokedama",false,Title,Default Title,,,,,"",500.0,shopify,deny,manual,38.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/88A1EBBD-B28D-464C-A5AB-892363660ACB.jpg?v=1633821676,1,,false,,,,,,,,,,,,,,,,,kg,,,draft
ponytail-palm-kokedama,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/DBE5C473-6F36-4724-9B94-18E87A7099F6.jpg?v=1633821677,2,,,,,,,,,,,,,,,,,,,,,,
ponytail-palm-kokedama,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/51D92DB8-88B9-47FE-868D-B1583EA4BEE8.jpg?v=1633821676,3,,,,,,,,,,,,,,,,,,,,,,
6in-ficus-altissma,6IN Ficus Altissma,"",JUSTPLANTS,,,"6inches, Medium Light High, Tropical plant",false,Title,Default Title,,,,,,0.0,shopify,deny,manual,25.00,,true,true,,,,,false,,,,,,,,,,,,,,,,,kg,,,draft
6in-ficus-audrey,Ficus Audrey,"<p>A beautiful name for a beautiful plant. <br>Did you know this is the national plant of India? We can't blame them for choosing such a beauty and think you should, too.</p>
<p>Care</p>
<p>Light: provide a very bright location with some direct sunlight if possible<br>Water: Weekly allowing the first two inches of soil to dry in between waterings</p>
<p>Size: comes in a 4 inches and 6 inches nursery pot<br>Toxicity: toxic to pets if ingested.</p>",JUSTPLANTS,,,"High Light, Medium Light High, Tropical plant",true,Size,Small,,,,,"",0.0,shopify,deny,manual,7.99,11.99,true,true,'97515446,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/ficusaudrey.jpg?v=1644270566,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/ficusaudrey.jpg?v=1644270566,kg,,3.75,active
6in-ficus-audrey,,,,,,,,,Medium,,,,,"",0.0,shopify,deny,manual,20.00,11.99,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/ficusaudrey1.jpg?v=1640762589,2,,,,,,,,,,,,,,,,,,,kg,,6.00,
4in-philodendron-lime,Philodendron Lime,"<p data-mce-fragment=""1"">Super interesting Leaf Color, fast growing plant <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1"">Botanical name: Philodendron cordatum lemon lime </p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested<br data-mce-fragment=""1"">Size: comes in a 4 inches nursery pot</p>",JUSTPLANTS,,,"Medium Light High, Medium Light Low, Tropical plant",true,Title,Default Title,,,,,"",200.0,shopify,deny,manual,10.99,,true,true,'56846006,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/1AA70845-64E2-4EC4-9BCB-1424057E25AE.jpg?v=1633821302,1,,false,,,,,,,,,,,,,,,,,kg,,3.75,active
4in-philodendron-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/9D3412B6-4C0E-416D-81EE-B7872BA1B2BC.jpg?v=1633675062,2,,,,,,,,,,,,,,,,,,,,,,
4in-philodendron-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/2851D25A-6492-47C9-986F-7181995BBC23.jpg?v=1633635622,3,,,,,,,,,,,,,,,,,,,,,,
10in-raven-zz,ZZ Raven (Black raven),"<p>Stunning and Resilient plant!<br>This rare beauty comes has small tear shape leaves.</p>
<p> </p>
<p data-mce-fragment=""1"">Botanical name: Zamioculcas Zamifolia <br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: bi- weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in a 10 inches nursery pot</p>
<br>",JUSTPLANTS,Home & Garden > Plants,,"Easy care, Low light, rare plants, Tropical plant",false,Title,Default Title,,,,,"",2000.0,shopify,deny,manual,149.00,165.00,true,true,'47343286,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/2FB4ACD5-3CA5-415A-99AB-4A93CF7DE479.jpg?v=1633675275,1,,false,,,,,,,,,,,,,,,,,kg,,85.75,draft
10in-raven-zz,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/F137440D-FF64-4569-8800-BCBB442F9664.jpg?v=1633675274,2,,,,,,,,,,,,,,,,,,,,,,
10in-raven-zz,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/DE9B6D1A-0A03-40E1-AC02-7BD0B74E5EA1.jpg?v=1633675275,3,,,,,,,,,,,,,,,,,,,,,,
8in-monstera-adonsonii-hanging-basket,8IN Monstera Adansonii - Hanging Basket,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">Commonly known as swiss cheese plant </p>
<p data-mce-fragment=""1"">Botanical name: Monstera Adasonii</p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: Bright indirect light, a North or East facing windows are ideal <br data-mce-fragment=""1"">Water: weekly, allowing only the first 2 inches of soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Toxic to pets if ingested</p>",JUSTPLANTS,,,"medium Light, Medium Light High, Medium Light Low, Tropical plant",false,Title,Wide Form,,,,,"",800.0,shopify,deny,manual,38.00,,true,true,'13547958,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211008-WA0031.jpg?v=1633750573,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211008-WA0031.jpg?v=1633750573,kg,,15.00,draft
8in-monstera-adonsonii-hanging-basket,,,,,,,,,Narrow Form,,,,,"",800.0,shopify,deny,manual,29.99,,true,true,'13580726,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211008-WA0032.jpg?v=1633750573,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/EF948D72-199E-47AB-B90E-097BF95AADD1.jpg?v=1634233108,kg,,15.00,
8in-monstera-adonsonii-hanging-basket,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/EF948D72-199E-47AB-B90E-097BF95AADD1.jpg?v=1634233108,3,,,,,,,,,,,,,,,,,,,,,,
6in-calathea,Calathea White Star,"<p data-mce-fragment=""1"">Calathea white Star is one of our team favourites, the white variegation with pink hues sets this little calathea apart from the rest of its family.</p>
<p data-mce-fragment=""1"">Native to parts of Mexico and South America, this beautiful plant brings a truly special tropical vibe to any home.</p>
<p data-mce-fragment=""1"">Light requirements: To maintain the distinctive variegation, it loves bright filtered or indirect light. Direct sunlight will cause sun scorch on the white sections of the foliage.</p>
<p data-mce-fragment=""1"">Water &amp; Soil : Keep this little plant consistently moist, but never wet or waterlogged. For best results a light and airy soil with good drainage and moisture retention.</p>
<p data-mce-fragment=""1"">Size: 4"" pot</p>",JUSTPLANTS,,,"Low light, Medium Light Low, Pet friendly, plant, Tropical plant",false,Title,Default Title,,,,,"",500.0,shopify,deny,manual,12.99,,true,true,'82331574,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061468_c1b1f96d-ae63-4bbc-82cf-66395b37f1b6.jpg?v=1652362913,1,Calathea White Star - JUSTPLANTS,false,,,,,,,,,,,,,,,,,kg,,3.75,draft
6in-calathea,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061469_e77677a3-2068-4fe3-945d-241db8be65ae.jpg?v=1652362918,2,Calathea White Star - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-calathea,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061470_afab2766-078f-4cea-9d10-9ad198281462.jpg?v=1652362922,3,Calathea White Star - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-calathea,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061468.jpg?v=1652362926,4,Calathea White Star - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-calathea,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061469.jpg?v=1652362930,5,Calathea White Star - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-calathea,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/P4061470.jpg?v=1652362934,6,Calathea White Star - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-calathea-rufibarba,Calathea Velvet,"<p data-mce-fragment=""1"">Calatheas also known as prayer plants<br>These tropical plants enjoy shady locations and high humidity, most of them are native to the amazon forest in South America,<br data-mce-fragment=""1"">Watch these plants move their leaves at night due to an effect called <span data-mce-fragment=""1"">nyctinasty movement</span></p>
<p data-mce-fragment=""1"">Botanical name: Calathea Rufibarba<br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 4 inch or 6 inch nursery pot</p>",JUSTPLANTS,,,"bd30, Low light, Medium Light Low, Pet friendly, Tropical plant",false,Size,"4""",,,,,"",500.0,shopify,deny,manual,9.99,,true,true,'76498870,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/rufibarba2.jpg?v=1652362897,1,Calathea Velvet - JUSTPLANTS,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220303_170152.jpg?v=1652362899,kg,,5.88,draft
6in-calathea-rufibarba,,,,,,,,,"6""",,,,,"",500.0,shopify,deny,manual,14.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220303_170152.jpg?v=1652362899,2,Calathea Velvet - JUSTPLANTS,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/rufibarba2.jpg?v=1652362897,kg,,5.88,
6in-calathea-rufibarba,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220303_170154.jpg?v=1652362901,3,Calathea Velvet - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-calathea-rufibarba,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/20220303_170200.jpg?v=1652362904,4,Calathea Velvet - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
4in-maidenhair-fern,Maidenhair Fern,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">These beautiful  ferns prefer filtered light and moist soil  enjoy looking at those Delicate fronds</p>
<p data-mce-fragment=""1"">Botanical name: <span data-mce-fragment=""1"">Adiantum</span><br data-mce-fragment=""1"">Light: Low light, this plants enjoy dapple light <br data-mce-fragment=""1"">Water: weekly keeping the soil consistently moist <br data-mce-fragment=""1"">Toxicity: Non-Toxic to pets if ingested <br data-mce-fragment=""1"">Size: comes in an 8 inches nursery pot</p>
<p data-mce-fragment=""1""> </p>",JUSTPLANTS,,,"Low light, Medium Light Low, Pet friendly, plant, Tropical plant",false,Title,Default Title,,,,,"",200.0,shopify,deny,manual,14.99,,true,true,'67553206,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/4D046E60-572D-4029-807A-5F0F0FD8DB94.jpg?v=1633675150,1,,false,,,,,,,,,,,,,,,,,kg,,3.95,draft
4in-maidenhair-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/D9DB7760-C09E-43AD-AD3D-05C81FE7EF4E.jpg?v=1633675150,2,,,,,,,,,,,,,,,,,,,,,,
4in-maidenhair-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/D335A4BE-C3E0-4225-A2CA-607AB4DEC8EE.jpg?v=1633675150,3,,,,,,,,,,,,,,,,,,,,,,
4in-club-moss-golden,4IN Club Moss - Golden,"",JUSTPLANTS,,,"Low light, Medium Light Low, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",200.0,shopify,deny,manual,8.00,,true,true,'58443702,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/07621A8D-650B-4AAB-96C9-3E7BE6E8FF70.jpg?v=1633674920,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,draft
4in-club-moss-golden,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/1ADE902E-9ADD-4406-9124-5A71BE8229BA.jpg?v=1633674920,2,,,,,,,,,,,,,,,,,,,,,,
4in-club-moss-golden,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/3E081B92-A667-4954-927F-9FE2055B6FF7.jpg?v=1633674920,3,,,,,,,,,,,,,,,,,,,,,,
4in-kangaroo-fern,Kangaroo Fern,"<meta charset=""UTF-8"">
<p data-mce-fragment=""1"">These beautiful  ferns prefer filtered light and moist soil  </p>
<p data-mce-fragment=""1"">Water your fern once every 5 to 7 days, place it away from direct sunlight </p>
<p data-mce-fragment=""1"">Comes in a 4 inches &amp; 6 inches nursery pot </p>",JUSTPLANTS,,,"Low light, Medium Light Low, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",200.0,shopify,deny,manual,17.99,,true,true,'53790646,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/kangoroofern.jpg?v=1640502876,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/kangorroofern.jpg?v=1640502876,kg,,6.00,draft
4in-kangaroo-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/kangorroofern.jpg?v=1640502876,2,,,,,,,,,,,,,,,,,,,,,,
4in-kangaroo-fern,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/kangorroofern1.jpg?v=1640502876,3,,,,,,,,,,,,,,,,,,,,,,
6in-calathea-lancifolia,Calathea Rattlesnake,"<p data-mce-fragment=""1"">Calatheas also known as prayer plants are one must have plant, </p>
<p data-mce-fragment=""1"">These tropical plants enjoy shady locations and high humidity, most of them are native to the amazon forest in South America,<br data-mce-fragment=""1"">Watch these plants move their leaves at night due to an effect called <span data-mce-fragment=""1"">nyctinasty movement</span></p>
<p data-mce-fragment=""1"">Botanical name: Calathea Lancifolia </p>
<p data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 4 inch nursery pot</p>",JUSTPLANTS,,,"Low light, Medium Light Low, Pet friendly, Tropical plant",true,Title,Default Title,,,,,"",500.0,shopify,deny,manual,11.99,12.00,true,true,'48908214,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/lancifolia1.jpg?v=1652362899,1,Calathea Rattlesnake - JUSTPLANTS,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/lancifolia1.jpg?v=1652362899,kg,,2.95,active
6in-calathea-lancifolia,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/lancifolia2.jpg?v=1652362904,2,Calathea Rattlesnake - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-calathea-lancifolia,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/lancifolia.jpg?v=1652362908,3,Calathea Rattlesnake - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-calathea-makoyana,Calathea Peacock,"<p data-mce-fragment=""1"">Calatheas also known as prayer plants,  <br>These tropical plants enjoy shady locations and high humidity, most of them are native to the amazon forest in South America,<br data-mce-fragment=""1"">Watch these plants move their leaves at night due to an effect called <span data-mce-fragment=""1"">nyctinasty movement</span></p>
<p data-mce-fragment=""1"">Botanical name: Calathea Makoyana<br data-mce-fragment=""1"">Care<br data-mce-fragment=""1"">Light: indirect light, keep off direct sunlight <br data-mce-fragment=""1"">Water: weekly, allowing only the top soil to dry in between waterings <br data-mce-fragment=""1"">Toxicity: Non-toxic to pets<br data-mce-fragment=""1"">Size: comes in a 6 inches nursery pot, Concrete Planters are sold separately </p>",JUSTPLANTS,,,"bd30, Easy care, Low light, Medium Light Low, Pet friendly, Tropical plant",false,Title,Default Title,,,,,"",500.0,shopify,deny,manual,18.99,,true,true,'46417846,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/makoyana1.jpg?v=1652362884,1,Calathea Peacock - JUSTPLANTS,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/makoyana.jpg?v=1652362888,kg,,3.75,draft
6in-calathea-makoyana,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/makoyana.jpg?v=1652362888,2,Calathea Peacock - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
6in-calathea-makoyana,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/makoyana2.jpg?v=1652362892,3,Calathea Peacock - JUSTPLANTS,,,,,,,,,,,,,,,,,,,,,
pet-friendly-pack,Pet Friendly Packs,"<p>Want plants but Worried about your furry friends?,.</p>
<p>This package offers 3 beautiful non-toxic plants that you will Love! </p>
<p>Package 1 includes:</p>
<p>4in Calathea lancifolia, 4in Hoya pubicalyx Splash, 2in Peperomia marble.</p>
<p><span>Package 2 includes:</span></p>
<p><span>4in calathea Concinna, 4in Hoya retusa, 4in Hoya pubicalyx Splash </span></p>
<p>Care:</p>
<p>Medium light of an East or West facing window, </p>
<p>Water weekly.</p>",JUSTPLANTS,,,"Medium Light High, Medium Light Low, package deals, Pet friendly, Tropical plant",false,Size,Pack 1,,,,,"",0.0,shopify,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211001-WA0000.jpg?v=1633366765,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211001-WA0000.jpg?v=1633366765,kg,,13.00,draft
pet-friendly-pack,,,,,,,,,Pack 2,,,,,"",0.0,,deny,manual,29.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211001-WA0001.jpg?v=1633367711,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211001-WA0001.jpg?v=1633367711,kg,,14.00,
easy-plants-pack,Easy plants Pack,"<p>The Easy Pack: Specially selected for their resisiliance, these plants will surprise  you on how easy is to keep them happy! </p>
<p>Includes: 6in sansevieria, 4 in Golden pothos, 2 in Sansevieria Mikado </p>
<p>Care sansevieria: water every 3 to 4 weeks when the soil has fully dried. Low light tolerant </p>
<p>Care Pothos: water every 7 to 10 days, low light tolerant </p>",JUSTPLANTS,,,"Easy care, Low light, Medium Light Low, pack, Super Easy Care",false,Title,Default Title,,,,,"",0.0,shopify,deny,manual,38.99,,true,true,"",https://cdn.shopify.com/s/files/1/0578/8952/1846/products/IMG-20211001-WA0002.jpg?v=1633190919,1,,false,,,,,,,,,,,,,,,,,kg,,17.00,draft
